split,row,idx,word,label,glove_target,glove_context_2,glove_context_5,glove_context_10,glove_context_sentence,bert_layer_1,bert_layer_2,bert_layer_3,bert_layer_4,bert_layer_5,bert_layer_6,bert_layer_7,bert_layer_8,bert_layer_9,bert_layer_10,bert_layer_11,bert_layer_12,bert_mean_last_four
train,26,26,voice,True,1.0,0.5953005966287372,0.5432423642218073,0.5432423642218073,0.5432423642218073,0.6327653869501746,0.6176851738786975,0.5367393754058324,0.5403941148497561,0.5745584102004384,0.5647338329835863,0.5688476405328347,0.5786303340347865,0.5638836377425116,0.5184802201668517,0.5531061214759955,0.4917673616240857,0.5496099592128876
train,27,27,hit,False,1.0,0.7323770507871651,0.7284355034831355,0.7284355034831355,0.7284355034831355,0.8725419676721687,0.866826137582658,0.8535266592190476,0.8372785564835408,0.8067842461123024,0.7662004420692179,0.7318986714269136,0.6776639858485062,0.6307012181848978,0.6249852642928788,0.5743398677236582,0.4280561231145164,0.6034646852682244
train,28,28,study,False,1.0,0.5051440647165273,0.6320801534096561,0.7145013470078732,0.7145013470078732,0.8406263566927578,0.7900436784125255,0.751837035899005,0.6670798886808603,0.6211633757234057,0.5869725142346668,0.5024874552001468,0.49314359379442285,0.4253878431752728,0.44519944567987124,0.47701944256366585,0.4496022032512875,0.4525062760107427
train,29,29,land,True,1.0,0.6015161218491614,0.75246046157254,0.75246046157254,0.75246046157254,0.8304755449415263,0.8119591807080834,0.7911138169211165,0.7919048969539192,0.7670329489014397,0.7751434552298525,0.7778450430450056,0.7786441029843921,0.767937122347979,0.7630037004151485,0.755678302031074,0.718085883856952,0.7743616956543767
train,30,30,make,True,1.0,0.6949215770151054,0.7469232986990741,0.7733057103049218,0.7733057103049218,0.8033379782157104,0.7588941310959358,0.6871932127588236,0.6304999043319296,0.6295567148760828,0.5731107411892643,0.479620243396799,0.40008714715351223,0.333660888075234,0.3741618021530086,0.4681179767911563,0.36632638146847235,0.40596505109953507
train,31,31,material,True,1.0,0.31883146281252817,0.6948296330126732,0.6948296330126732,0.6948296330126732,0.8808042932803355,0.8954993732508927,0.904422944800222,0.9057272884552955,0.90441734175524,0.9134554935980134,0.9050243769598426,0.8834800131677172,0.8521700949638873,0.8074108210909624,0.7826911501904142,0.6497627122835268,0.8075566740526596
train,32,32,fatigue,True,1.0,0.1846644768212519,0.6701474592573526,0.7131750242067709,0.7131750242067709,0.9100521630185893,0.8839773970564875,0.894292544015254,0.8835255547058449,0.8855143786987671,0.8764467212002967,0.8620873851558235,0.8385731988161624,0.7980598557556007,0.710758519548586,0.7028255904125836,0.6187748879547834,0.738088378690734
train,33,33,fish,True,1.0,0.5125206926770673,0.7832818158913932,0.8144143743487693,0.8144143743487693,0.8874461676835036,0.8698116027694659,0.8525354016882843,0.801335942812001,0.7832962961687868,0.7666824639291596,0.7309622332834252,0.7117921694436905,0.7130738085144366,0.7388032516720001,0.7438541960855769,0.655506081145196,0.7344301146772806
train,34,34,begin,False,1.0,0.5910290246815267,0.518773066288091,0.49692683623671724,0.49692683623671724,0.9484805653795317,0.9348511154032765,0.9337085343583317,0.9203528250560711,0.8963111358866844,0.8394901933186453,0.8066360720718744,0.7895430956506749,0.696667785253364,0.6970019423126805,0.678633010434933,0.5074841860758155,0.6971519225004487
train,35,35,solution,False,1.0,0.48736726351243115,0.6126132783543728,0.6964540863719999,0.6964540863719999,0.8524345460280429,0.843683969956781,0.7996753134608046,0.7916185067491348,0.7596644719848568,0.7773238195996113,0.7521155659917262,0.7524764622959076,0.7082676915787138,0.6845043082281237,0.7007773982330494,0.615785144222767,0.7018496158600421
train,36,36,space,False,1.0,0.7820162272416823,0.7386166064371874,0.7386166064371874,0.7386166064371874,0.8213693678872447,0.7674755504277331,0.6384755008228898,0.5723868087148658,0.5838802415611117,0.5468471416868337,0.5201075181241158,0.5156413003860387,0.4251778684080412,0.3647775416408964,0.4070722595356372,0.39298757845035603,0.40214995676695203
train,37,37,shot,True,1.0,0.8659336348880012,0.8627607110391812,0.8724089729373066,0.8724089729373066,0.9459955143047615,0.9133518202060639,0.9126987371380909,0.8666189091657877,0.8316552586607462,0.8185589980106479,0.7806569934503983,0.7606227736494919,0.7151151536829586,0.6618384290985407,0.6579074911169244,0.5986955376798084,0.6766047783489084
train,38,38,subvert,False,1.0,0.40044626941924977,0.5654204249344018,0.6048307943103086,0.6048307943103086,0.7172423605971774,0.7304856975270457,0.7226579736975487,0.7003339715824595,0.7183148714470681,0.706767202929594,0.721221987479786,0.7190947210791021,0.6898016381090359,0.6571286078331736,0.6966402046687196,0.6499012887739497,0.6827208643353097
train,39,39,academy,False,1.0,0.3331824672279518,0.24874504687288893,0.24874504687288893,0.24874504687288893,0.5142968048886774,0.5219115926456672,0.5027413517220262,0.5348563175403316,0.5832273111941167,0.5882715069387907,0.6291669036503241,0.6630346747510509,0.6415653846123461,0.6434698304082342,0.631211235927201,0.29372233337169823,0.6181435936105237
train,40,40,catch,True,1.0,0.43316741407550313,0.4025048912452237,0.4025048912452237,0.4025048912452237,0.733723974908764,0.7203408327329859,0.7112040919937493,0.6470332812072245,0.622266160781157,0.5835127165909711,0.5236552714128192,0.5247038624493413,0.5041973449440227,0.5596681425918397,0.5567416677870131,0.4170604154039248,0.5343794530706165
train,41,41,stand,False,1.0,0.6802285881173946,0.6952561146657781,0.6952561146657781,0.6952561146657781,0.6933002741209315,0.7103631915533123,0.7224695973131999,0.6897436455144658,0.6982595255590346,0.6125500246688785,0.5016803079567245,0.43666093600233236,0.35942519605770434,0.4336099295088201,0.4789026120176023,0.3905416844932756,0.4387767038474967
train,42,42,pull,False,1.0,0.510333921857541,0.5571646723387836,0.5571646723387836,0.5571646723387836,0.8467149005530653,0.8611607481700831,0.8545738556676011,0.8497780874578589,0.8375371961950172,0.8499766089626455,0.834643247825224,0.8260015508901082,0.7924933644730094,0.796098786132402,0.81247240468321,0.6566664492077929,0.7987037404663855
train,43,43,spot,True,1.0,0.7251125455823745,0.7251125455823745,0.7251125455823745,0.7251125455823745,0.6843156718059351,0.7174595720828286,0.7050912486814463,0.6560542772841594,0.6595792988543148,0.6617559777938574,0.6279575860609502,0.6542818665248896,0.642592561511153,0.6322795999552965,0.6280288535754553,0.5170844543362954,0.6226601023735076
train,44,44,hit,True,1.0,0.7830626609989062,0.781376234416725,0.781376234416725,0.781376234416725,0.9353360182837428,0.9012106111861308,0.7920686043335877,0.7998149602303015,0.8039330793249138,0.7708275605616086,0.7668476028210524,0.7440711053821886,0.7175256231396838,0.7332493762678738,0.7519043404365385,0.7135672336714922,0.7432842484976699
train,45,45,point,False,1.0,0.060294624276325606,0.31592322941846734,0.31592322941846734,0.31592322941846734,0.4282615042434104,0.49837479420477904,0.508164273678415,0.4902664025450343,0.46369015378387274,0.4759861609627189,0.5034448000512608,0.5139177586367457,0.5321283097926396,0.5914875612971999,0.6117220405654651,0.328579474582421,0.5719548623141607
train,46,46,hit,False,1.0,0.6249987003152064,0.6249987003152064,0.6249987003152064,0.6249987003152064,0.8330170251236171,0.8100041914036652,0.8327818232645586,0.8125473179321822,0.7775901690608125,0.72877718995451,0.6170225710292115,0.5964661416390358,0.5583872632947173,0.5199026856674989,0.5413720880638392,0.5432407869983696,0.5539851465722593
train,47,47,light,False,1.0,0.45882387316268336,0.42502251078825254,0.4217446021274982,0.4217446021274982,0.8243121671743373,0.7742879007457009,0.7375034767910155,0.6203427625556752,0.5659441684732144,0.49525690069285216,0.44469000378076273,0.41292032255973987,0.41214240248191314,0.3736082058401498,0.4474288687280646,0.4845335028045342,0.43337655882766757
train,48,48,wallah,True,1.0,0.5043628483185233,0.5043628483185233,0.5043628483185233,0.5043628483185233,0.9453565958207109,0.9494855333242749,0.9631855355918191,0.9643643311577673,0.9642923766403312,0.9586790141608017,0.9416691811868262,0.9117937332853469,0.8871737310802381,0.8875433505297255,0.8980250822160835,0.8808814091371471,0.8944170346557327
train,49,49,region,False,1.0,0.3124526541901018,0.4171359249873522,0.4171359249873522,0.4171359249873522,0.697813582469146,0.7203448900289818,0.7381766061987348,0.6650897946374642,0.6297104641031479,0.6263428745594579,0.6121840108924054,0.6117844208941052,0.5804150832018563,0.5432908971485972,0.5569905115195314,0.4440834892419701,0.5474478424470689
train,50,50,carry,True,1.0,0.3399379716597407,0.46052280731974443,0.46052280731974443,0.46052280731974443,0.7122683515590126,0.7407666740715865,0.7331654310375407,0.7374394564063874,0.7482374095701304,0.75146299389707,0.758663050404373,0.761147693721317,0.7466037565319261,0.7385576342796762,0.71590456710207,0.6186615455961318,0.7285084594896397
train,51,51,raise,False,1.0,0.7257684887028784,0.6727415391324304,0.6727415391324304,0.6727415391324304,0.843403445310811,0.828740996544006,0.7623433705700269,0.7133373790994012,0.7080530196959045,0.6559223020776253,0.6555581634239285,0.665841927019625,0.637978830303797,0.6250747120034538,0.6720637589306069,0.7425416465486807,0.6568577614314991
train,52,52,keep,True,1.0,0.14090339022736628,0.14415317080273646,0.16440890726513574,0.16440890726513574,0.740381885546832,0.7191701658580959,0.6722899033837482,0.5770749820464315,0.5605175308223249,0.5180546591498474,0.5015568719860701,0.4881949256918043,0.40666352333258143,0.44203295086043376,0.4734379982267804,0.23260069532832045,0.4248946992858225
train,53,53,dent,False,1.0,0.8559777538533518,0.8150804383567678,0.8132338263480752,0.8132338263480752,0.9471009107763505,0.9080296712225931,0.8758906600199025,0.8687746448706013,0.8391752211913469,0.8227551929717933,0.8009665292725954,0.7915582846007013,0.7866729966357681,0.7567863338352935,0.7370928415847712,0.6971796883451891,0.760830531035141
train,54,54,make,False,1.0,0.45853790941161315,0.5937310518693791,0.6181707281901764,0.6181707281901764,0.7389382017071173,0.7781544630000234,0.7370262805356923,0.7141292147237572,0.6591768030024843,0.6465346971822103,0.6123819988570907,0.5891899021832826,0.5213971191012745,0.481992223819995,0.476936575443397,0.39446065939200686,0.496361211248885
train,55,55,voice,False,1.0,0.6324432597098852,0.7319541306502932,0.7393410633682592,0.7393410633682592,0.8646308253833814,0.8337231638686349,0.7710256688228967,0.6833472303916175,0.6348745352435,0.6307268783921702,0.5989887090916584,0.6276207529403018,0.6204755783362159,0.5568949554531699,0.6002135966240296,0.5422514984005538,0.596923344037472
train,56,56,use,True,1.0,0.493481793421811,0.5517887619306092,0.6431764255209526,0.6431764255209526,0.7576412016744274,0.7902051074607015,0.8100161566767463,0.7933551169190104,0.8063457049011342,0.7932054409009179,0.7794810003405301,0.7301608394720367,0.7024917448290395,0.631348046253472,0.5924645293550824,0.2582859725902225,0.6308470128571557
train,57,57,cycle,True,1.0,0.8806781029494146,0.9298814216158713,0.9449613723188733,0.9449613723188733,0.9000168953584707,0.894173741373515,0.9079126856825008,0.8905093502624949,0.8781180323715227,0.8827969001280832,0.8824677236996519,0.8673051399477425,0.8676114692913455,0.8845040817769599,0.8973444522862417,0.8607421671057132,0.8853115482369048
train,58,58,round,False,1.0,0.7947244070414623,0.822106068334957,0.822106068334957,0.822106068334957,0.6005407046430176,0.5894312607275196,0.5457642807639437,0.48289403784364415,0.47375079116889335,0.37799085424093487,0.3534982027455753,0.3277245818223524,0.3135482754793364,0.33278297545273644,0.3692342378546165,0.3031156185923811,0.33509574082877414
train,59,59,roll,False,1.0,0.6585592463346122,0.6160107288606063,0.6160107288606063,0.6160107288606063,0.6346551022139565,0.6489609527456346,0.628759896222048,0.5744151130561299,0.5969443223714996,0.5672598265297338,0.4874910692968265,0.48920192274849694,0.4482127076478179,0.41874160631473534,0.43500002502368246,0.21678213571360663,0.4285707294616476
train,60,60,be,True,1.0,0.4554862746780313,0.4331414379060445,0.4331414379060445,0.4331414379060445,0.3988720574160034,0.4431155805916621,0.4360689802077314,0.43899326257736365,0.44116574052389856,0.36101322483428516,0.31920344080471813,0.3276850824545424,0.2976503472384552,0.3274732000506904,0.3860768291940195,0.3086851932849971,0.3409141704569883
train,61,61,laugh,True,1.0,0.40856933631063447,0.4809752813381679,0.4809752813381679,0.4809752813381679,0.9198438515143113,0.9297836966086379,0.9008207531271943,0.8771713942223635,0.8491027716761516,0.8526794237740892,0.8514104907887983,0.827433726376306,0.8071936360134098,0.7766156771723352,0.797182638819235,0.7456823004776416,0.7974627191339522
train,62,62,reach,False,1.0,0.48033146035885466,0.48033146035885466,0.48033146035885466,0.48033146035885466,0.6462946644332989,0.6537594192695353,0.6710743945256564,0.7014511057263539,0.6507107162925267,0.6229403396196004,0.61256861240714,0.5804159124853275,0.6082588131759884,0.5517044218622352,0.5441042628961811,0.41796800287212155,0.5523573271812501
train,63,63,wall,False,1.0,0.54123879728785,0.54123879728785,0.54123879728785,0.54123879728785,0.6126928456785995,0.627432069382751,0.5504707855803858,0.49176705104549373,0.4901081655742437,0.48621710394973316,0.5312167927983732,0.5397318215115914,0.49927056977884704,0.5046056814857174,0.5334759613772039,0.41861920363524147,0.5100380131370239
train,64,64,change,True,1.0,0.8068625705404122,0.760029137742237,0.760029137742237,0.760029137742237,0.826992705188038,0.7378886646701249,0.7014478818040017,0.6577110095596618,0.6413578076843359,0.6143713953465214,0.6020101750664877,0.6127226998759876,0.5720546012514458,0.5738694804631274,0.5965822167352658,0.5634403780986795,0.5976441697226819
train,65,65,baby,False,1.0,0.6621205597381465,0.7325637593645269,0.7576066189244646,0.7576066189244646,0.8709599508857019,0.8504399489831588,0.8470155297421325,0.7995344602920786,0.7904813349191747,0.7535194760725488,0.6557100226344261,0.6412347957314286,0.5977246513843383,0.5934850228955448,0.617607602132176,0.5749274326760081,0.6050901848702953
train,66,66,break,True,1.0,0.5221888524078832,0.7206492615369765,0.7368665855085205,0.7368665855085205,0.5898871537944954,0.5697243576358634,0.5727470605268796,0.5013976838250231,0.47365258750120737,0.4491081746966914,0.4575393788967557,0.4599033756368679,0.43679544270974124,0.4095386809784315,0.4930966885882365,0.4360337502694328,0.4569545920379546
train,67,67,score,False,1.0,0.5291788767237076,0.5534642833855349,0.5534642833855349,0.5534642833855349,0.7848145202795022,0.6721780594220786,0.6218910789916963,0.6079646325594933,0.5904551494063635,0.5559433162160987,0.5633274077472817,0.5459076765235306,0.5141679116525223,0.4953833714979564,0.54202243478483,0.479912852408033,0.5234614616987452
train,68,68,close,True,1.0,0.671334860312321,0.6792803075651818,0.6562570121650025,0.6562570121650025,0.4703955897195456,0.5715497422355343,0.5773168265654115,0.5853499393093818,0.6010618545483027,0.5831296987785558,0.580442571220356,0.5540805621803218,0.5378250025995699,0.5782302673758596,0.6311168702619236,0.5165074909903794,0.5910177843818604
train,69,69,connection,True,1.0,0.5679447367028797,0.6756823742789435,0.6748534878389324,0.6748534878389324,0.7842257176266697,0.7051222026857791,0.7048238189993205,0.7118708075840939,0.6729010273263336,0.6246192869313715,0.5769125865173509,0.5601845393677446,0.5263233941772887,0.5283506872195983,0.5725380739325294,0.4799536812516875,0.5451703049945433
train,70,70,go,True,1.0,0.6106764819517342,0.7369351043204514,0.7898009840669356,0.7898009840669356,0.8500466830505761,0.8451346325558656,0.7178894903598257,0.692718962160531,0.6673048423992383,0.6291372048955642,0.6038216465969406,0.5933918116302546,0.494156787620101,0.5137299271792808,0.5641319373480422,0.18858463852706167,0.5171407344609101
train,71,71,fall,False,1.0,0.4338721751042762,0.4528945445307635,0.48411921038823236,0.48411921038823236,0.5861273943086871,0.5912861218910195,0.6233187617210341,0.6361081568080761,0.6671393124814993,0.6498267823276479,0.5932551607605022,0.5347446284886763,0.4397241772595587,0.4485081682237666,0.48018851048670597,0.44560512116550527,0.47005048706788155
train,72,72,cut,False,1.0,0.029242686793713262,0.01256896551097091,0.01256896551097091,0.01256896551097091,0.7596819190947938,0.6982167971691307,0.5888872853382101,0.5400744879292181,0.5221947354736245,0.5025222983687582,0.48803927181175955,0.5085436091347986,0.5444323547386357,0.5279548704481218,0.5563617349303668,0.3324112166103458,0.5307652970145599
train,73,73,know,True,1.0,0.7661663752629622,0.76544810836153,0.76544810836153,0.76544810836153,0.9171530497644398,0.8919682438492765,0.8701462179730872,0.822397263920837,0.7771180168691448,0.7343988752876568,0.7046148335101917,0.6567707133640608,0.5716196572381811,0.5906274434091741,0.6721397082859994,0.6532368399934958,0.6365943070871121
train,74,74,land,True,1.0,0.6433657723534684,0.8142580452050113,0.8142580452050113,0.8142580452050113,0.7149707770893844,0.6923855373228288,0.6676363241376078,0.6550075841277752,0.5873695980757504,0.5138895488721585,0.4718777508321164,0.4619346066893918,0.44058580706694456,0.4417605660277143,0.48519273689304876,0.46590250920433934,0.4688473294629534
train,75,75,rake,False,1.0,0.07288708522302997,0.07288708522302997,0.07288708522302997,0.07288708522302997,0.3711793336228539,0.38624298540801943,0.4291489159489195,0.44371699806121123,0.415313655561825,0.4273575234891377,0.3936325177778017,0.41375430272021957,0.34808420603892903,0.32255648068530246,0.36056413519363856,0.11111101601001439,0.32682437106833306
train,76,76,quality,True,1.0,0.5028009367164026,0.7838029901634934,0.7728372344364456,0.7784349254623694,0.8712107228539501,0.8612621026699665,0.7691696189872688,0.7101629308909818,0.6766900511617921,0.6840491308319575,0.6484392292859856,0.6328946169576841,0.6321569792478806,0.6296162406166074,0.6751954450976008,0.6205917377475311,0.6594223984129827
train,77,77,hold,True,1.0,0.6360934269463473,0.7859296214664847,0.7919239518105422,0.7919239518105422,0.738876334672147,0.7470972853834076,0.7964389173489888,0.7911791762178387,0.7753582916989485,0.7624730769518506,0.6925214099550299,0.6158528518391122,0.482597955432431,0.3831121027019432,0.393123409747622,0.36629580298726,0.41916671163851615
train,78,78,image,True,1.0,0.807393411334732,0.7705710428202079,0.9483561713158198,0.90875010470711,0.9406443152899643,0.9516043370772301,0.9462326103643366,0.9187741960786183,0.9103731257247499,0.8995080856831824,0.9044185059142458,0.8865442815678459,0.8711617398624135,0.8723260303286289,0.8812846867598325,0.8429826453594157,0.8825049265233449
train,79,79,tell,False,1.0,0.9153418001258156,0.9368260625072643,0.9368260625072643,0.9368260625072643,0.6827288731108352,0.6944005956872823,0.6024271680271308,0.4990278494025053,0.5289673940543556,0.394831496204547,0.3179304257806528,0.30815295089897055,0.2826431704430789,0.26903620346432844,0.34029044667669034,0.30963148828456427,0.29655015291356823
train,80,80,space,False,1.0,0.7009978848019118,0.6560435390493642,0.6560435390493642,0.6560435390493642,0.8269075561591517,0.7435781856528642,0.5976516597663923,0.5206365337177389,0.45254560590302373,0.39935259186510796,0.3979184736226631,0.33018156759330036,0.28624779410003265,0.351934089226667,0.387666813231812,0.39860603173923204,0.35447546188334256
train,81,81,snow,True,1.0,0.5660449153683336,0.7713022005404111,0.7713022005404111,0.7713022005404111,0.7336491416221067,0.7558582253647229,0.7169230390666718,0.7341620272317037,0.7663508728187717,0.7523202320002856,0.7510771992960464,0.7682374663209803,0.7799798772940064,0.8030258626450824,0.8461744089512144,0.8215803426604688,0.8171580308386247
